source_id,zotero_key,bibtex_key,doi,pmid,arxiv_id,title,year,venue,method_family,design_modality,input_requirement,output_type,availability_status,code_url,weights_url,pdf_status,screening_status,exclusion_reason
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,K6NUR4XK,du_targeting_2025,10.1038/s41587-024-02505-8,,,Targeting peptide antigens using a multiallelic MHC I-binding system,2025,Nature Biotechnology,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,K7S73OJK,gaudreault_enhanced_2023,10.1038/s41598-023-42090-5,,,Enhanced antibody-antigen structure prediction from molecular docking using AlphaFold2,2023,Scientific Reports,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,KE3CUKPW,butterfield_immunotherapy_2024,10.1038/s41577-023-00973-8,,,"Immunotherapy combination approaches: mechanisms, biomarkers and clinical observations",2024,Nat Rev Immunol,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:04_待补PDF_人工核验; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,KER7KW8G,yaman_my_alignment_2021,10.1039/d1sm00645b,34128040,,Alignment of Au nanorods along de novo designed protein nanofibers studied with automated image analysis.,2021,Soft Matter,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,KFZ8GB8D,rube_prediction_2022,10.1038/s41587-022-01307-0,,,Prediction of protein–ligand binding affinity from sequencing data with interpretable machine learning,2022,Nature Biotechnology,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,KIJKNY8R,gou_engineered_2021,10.1021/acs.nanolett.1c03243,34779631,,Engineered Nanovaccine Targeting Clec9a+ Dendritic Cells Remarkably Enhances the Cancer Immunotherapy Effects of STING Agonist.,2021,Nano letters,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,KR8ZJMZ8,jin_tpeppro_2024,10.1093/bioinformatics/btae708,,,TPepPro: a deep learning model for predicting peptide–protein interactions,2024,Bioinformatics,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,KSICHDWR,webb_resolving_2025,10.1038/s41467-025-59805-z,,,Resolving spatial subclonal genomic heterogeneity of loss of heterozygosity and extrachromosomal DNA in gliomas,2025,Nature Communications,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,KZKCY6WW,vorobieva_aa_novo_2021,10.1126/science.abc8182,33602829,,De novo design of transmembrane β barrels,2021,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,KZZ2WNMF,yu_computing_2023,10.1038/s43588-023-00529-9,,,Computing the relative binding affinity of ligands based on a pairwise binding comparison network,2023,Nature Computational Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,L60X4QOP,ingraham_illuminating_2023,10.1038/s41586-023-06728-8,,,Illuminating protein space with a programmable generative model,2023,Nature,generative full-atom or diffusion model,structure/sequence generative modeling,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,L9ATBXPY,cao_surfdock_2025,10.1038/s41592-024-02516-y,,,SurfDock is a surface-informed diffusion generative model for reliable and accurate protein–ligand complex prediction,2025,Nature Methods,generative full-atom or diffusion model,structure/sequence generative modeling,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:04_待补PDF_人工核验; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,LBDWP83M,xu_y_novo_2026,10.1021/jacs.6c00732,42160334,,De Novo Design of Miniature and Efficient Metallo-Ketoreductases.,2026,J Am Chem Soc,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,LCQPVR9S,zou_structure-based_2025,10.1038/s42003-025-07840-3,,,A structure-based framework for selective inhibitor design and optimization,2025,Communications Biology,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,LGSGY5XH,oeller_sequence-based_2023,10.1038/s41467-023-42940-w,,,Sequence-based prediction of the intrinsic solubility of peptides containing non-natural amino acids,2023,Nat Commun,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,LK9B8PRX,zhai_blocking_2021,10.1007/s11427-020-1740-8,,,Blocking of the PD-1/PD-L1 interaction by a novel cyclic peptide inhibitor for cancer immunotherapy,2021,Science China Life Sciences,cyclic/macrocyclic peptide design,cyclic or macrocycle structure-aware design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_query:binder design; zotero_query:peptide binder design; zotero_query:peptide design,LM4GSALG,bauer_ms_novo_2025,10.1101/2025.09.29.678898,41256494,,De novo design of phospho-tyrosine peptide binders.,2025,bioRxiv,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_query:cyclic peptide design; zotero_query:peptide design,LN2FGUUS,hosseinzadeh_p_anchor_2021,10.1038/s41467-021-23609-8,34099674,,Anchor extension: a structure-guided approach to design cyclic peptides targeting enzyme active sites,2021,Nat Commun,cyclic/macrocyclic peptide design,cyclic or macrocycle structure-aware design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,LQU7LV35,yao_s_novo_2022,10.1038/s41467-022-29210-x,35318337,,De novo design and directed folding of disulfide-bridged peptide heterodimers.,2022,Nat Commun,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,LT89UFNQ,goles_peptide-based_2024,10.1093/bib/bbae275,,,Peptide-based drug discovery through artificial intelligence: towards an autonomous design of therapeutic peptides,2024,Brief Bioinform,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,LW7PLX7X,wu_k_novo_2023,10.1038/s41586-023-05909-9,37020023,,De novo design of modular peptide-binding proteins by superhelical matching,2023,Nature,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,LZ84JVMN,zheng_identification_2024,10.1016/j.jconrel.2024.07.056,39067792,,Identification of a novel DEC-205 binding peptide to develop dendritic cell-targeting nanovaccine for cancer immunotherapy.,2024,Journal of controlled release : official journal of the Controlled Release Society,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,M4H2VM3J,machine_learning_anishchenko_i_protein_2021,10.1002/prot.26194,34331359,,Protein tertiary structure prediction and refinement using deep learning and Rosetta in CASP14,2021,Proteins,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,M4UVCHKU,he_vitro_2024,10.1016/bs.mcb.2024.07.006,39515875,,In vitro screening methods of novel immune checkpoint inhibitors related to T cell infiltration and anti-PD-1 resistance.,2024,Methods in cell biology,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_query:binder design,MB92X37S,minibinders_minibinders_machine_learning_mpnn_library_selection_sappington_i_improved_2026,10.1038/s41467-025-67866-3,41519838,,Improved protein binder design using β-pairing targeted RFdiffusion,2026,Nat Commun,generative full-atom or diffusion model,structure/sequence generative modeling,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,MJQ8V85I,fu_foundation_2025,10.1038/s41586-024-08391-z,,,A foundation model of transcription across human cell types,2025,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,MS8TJSEY,motmaen_a_targeting_2025,10.1101/2025.11.19.689381,41332722,,Targeting peptide-MHC complexes with designed T cell receptors and antibodies.,2025,bioRxiv,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
